01 0 10 4
01 0 10 30
01 0 10 35
01 0 10 38
01 0 10 42
01 0 10 60
01 0 10 62
01 0 10 89
01 0 01 95
01 0 01 100
01 0 10 113
01 0 10 115
01 0 01 119
01 0 01 131
01 0 10 138
01 0 10 139
01 0 10 141
01 0 10 144
01 0 10 145
01 0 10 150
01 0 10 152
01 0 10 153
01 0 10 154
01 0 10 164
01 0 10 175
01 0 10 186
01 0 10 187
01 0 10 189
01 0 10 195
01 0 10 196
01 0 10 197
01 0 10 204
01 0 10 213
01 0 10 222
01 0 10 223
01 0 10 233
01 0 10 235
01 0 10 242
01 0 10 248
01 0 10 251
01 0 10 254
01 0 10 256
01 0 10 260
01 0 10 265
01 0 10 267
01 0 10 269
01 0 10 278
01 0 10 283
01 0 10 295
01 0 01 297
01 0 10 304
01 0 10 308
01 0 10 311
01 0 10 314
01 0 10 320
01 0 10 329
01 0 10 334
01 0 10 335
01 0 10 340
01 0 10 343
01 0 10 351
01 0 01 352
01 0 10 360
01 0 10 364
01 0 10 372
01 0 10 374
01 0 10 376
01 0 10 380
01 0 10 412
01 0 10 414
01 0 10 423
01 0 01 430
01 0 10 435
01 0 10 454
01 0 10 462
01 0 10 474
01 0 10 476
01 0 10 478
01 0 10 480
01 0 10 482
01 0 10 483
01 0 10 486
01 0 10 489
01 0 10 497
01 0 10 502
01 0 10 510
01 0 10 516
01 0 10 519
01 0 10 531
01 0 10 534
01 0 01 551
01 0 10 562
01 0 10 577
01 0 10 588
01 0 01 591
01 0 10 604
01 0 10 608
01 0 10 614
01 0 01 621
01 0 01 622
01 0 10 625
01 0 10 630
01 0 10 637
01 0 10 640
01 0 10 651
01 0 10 653
01 0 10 658
01 0 10 663
01 0 01 665
01 0 10 667
01 0 10 675
01 0 10 681
01 0 01 684
01 0 10 691
01 0 01 693
01 0 10 698
01 0 10 700
01 0 10 708
01 0 01 731
01 0 10 734
01 0 01 737
01 0 10 753
01 0 10 755
01 0 10 768
10 4 10 11
10 4 10 15
10 4 10 35
10 4 10 55
10 4 10 68
10 4 01 80
10 4 10 89
10 4 01 95
10 4 01 119
10 4 10 126
10 4 01 131
10 4 10 139
10 4 10 144
10 4 10 152
10 4 10 153
10 4 01 157
10 4 10 164
10 4 10 179
10 4 10 194
10 4 10 197
10 4 01 198
10 4 10 204
10 4 10 209
10 4 01 231
10 4 10 248
10 4 10 256
10 4 01 258
10 4 10 262
10 4 10 267
10 4 01 272
10 4 10 283
10 4 01 297
10 4 01 300
10 4 10 329
10 4 10 334
10 4 10 340
10 4 10 360
10 4 10 374
10 4 10 376
10 4 10 380
10 4 10 399
10 4 10 412
10 4 10 423
10 4 10 452
10 4 10 454
10 4 10 462
10 4 10 476
10 4 10 477
10 4 10 480
10 4 10 482
10 4 10 486
10 4 10 488
10 4 10 497
10 4 10 510
10 4 10 527
10 4 10 531
10 4 10 542
10 4 10 543
10 4 01 570
10 4 01 575
10 4 10 577
10 4 01 591
10 4 10 597
10 4 10 601
10 4 01 622
10 4 10 629
10 4 10 630
10 4 10 640
10 4 10 646
10 4 10 651
10 4 10 653
10 4 10 658
10 4 10 663
10 4 10 675
10 4 01 684
10 4 01 686
10 4 10 708
10 4 01 737
10 4 10 753
10 4 10 766
10 30 10 41
10 30 10 52
10 30 10 55
10 30 10 56
10 30 10 63
10 30 10 68
10 30 10 69
10 30 10 76
10 30 01 80
10 30 10 89
10 30 01 119
10 30 10 126
10 30 10 132
10 30 10 136
10 30 10 139
10 30 10 143
10 30 10 144
10 30 10 151
10 30 10 155
10 30 01 172
10 30 10 174
10 30 10 182
10 30 10 185
10 30 01 191
10 30 10 199
10 30 10 209
10 30 01 210
10 30 10 219
10 30 10 222
10 30 10 226
10 30 01 240
10 30 10 250
10 30 10 256
10 30 01 284
10 30 10 288
10 30 01 297
10 30 10 313
10 30 01 322
10 30 01 333
10 30 10 337
10 30 10 340
10 30 10 360
10 30 10 374
10 30 10 377
10 30 10 378
10 30 10 383
10 30 01 417
10 30 10 435
10 30 10 442
10 30 10 462
10 30 10 480
10 30 10 489
10 30 10 494
10 30 10 499
10 30 10 502
10 30 10 510
10 30 10 515
10 30 01 523
10 30 01 525
10 30 10 527
10 30 10 531
10 30 10 538
10 30 10 543
10 30 01 548
10 30 01 558
10 30 10 562
10 30 10 573
10 30 01 575
10 30 10 614
10 30 10 618
10 30 10 620
10 30 01 622
10 30 01 627
10 30 10 630
10 30 10 637
10 30 01 639
10 30 10 640
10 30 10 642
10 30 10 646
10 30 01 650
10 30 10 653
10 30 10 658
10 30 10 669
10 30 10 670
10 30 10 677
10 30 01 684
10 30 10 690
10 30 01 699
10 30 10 708
10 30 01 725
10 30 01 731
10 30 10 744
10 30 10 755
10 30 10 762
10 35 10 42
10 35 10 63
10 35 10 70
10 35 01 71
10 35 10 78
10 35 01 80
10 35 10 89
10 35 01 95
10 35 10 117
10 35 01 119
10 35 01 131
10 35 10 144
10 35 10 145
10 35 10 153
10 35 10 164
10 35 10 170
10 35 10 177
10 35 10 194
10 35 10 197
10 35 10 217
10 35 10 223
10 35 10 225
10 35 01 231
10 35 10 247
10 35 10 249
10 35 10 267
10 35 10 278
10 35 10 279
10 35 10 329
10 35 10 334
10 35 10 342
10 35 10 353
10 35 10 366
10 35 10 374
10 35 10 375
10 35 10 376
10 35 10 382
10 35 10 395
10 35 01 406
10 35 01 408
10 35 10 412
10 35 10 428
10 35 01 441
10 35 10 454
10 35 10 476
10 35 10 482
10 35 10 497
10 35 01 498
10 35 10 510
10 35 10 524
10 35 01 528
10 35 01 551
10 35 10 553
10 35 10 554
10 35 01 558
10 35 10 559
10 35 01 570
10 35 01 589
10 35 10 620
10 35 01 622
10 35 10 624
10 35 10 629
10 35 10 638
10 35 10 643
10 35 10 663
10 35 10 669
10 35 10 671
10 35 10 675
10 35 10 691
10 35 01 694
10 35 01 699
10 35 10 701
10 35 10 708
10 35 01 737
10 35 10 744
10 35 10 751
10 35 10 753
10 35 10 768
10 38 10 42
10 38 01 53
10 38 10 59
10 38 01 71
10 38 10 78
10 38 01 80
10 38 10 81
10 38 10 89
10 38 10 94
10 38 10 115
10 38 10 117
10 38 01 119
10 38 01 131
10 38 10 153
10 38 01 157
10 38 10 169
10 38 10 201
10 38 10 248
10 38 10 252
10 38 10 264
10 38 10 274
10 38 10 275
10 38 10 278
